"Shelf No.","Warehouse Code","Customer Code","Sub-wh. code","Zone Code","Sku Code","Available Qty.","pending shipped Qty.","Putaway time","Stock Type",Length,Width,Height,Wt,库位类型描述
594-079F,UK,G666,UK-5,UK-5PHIGH-P,G666-G88000595,200,0,"2020-11-12 15:45:30",Standard,34.00,34.00,4.00,2.000,英国仓卡板区库位
594-080B,UK,G2327,UK-5,UK-5PHIGH-P,G2327-DA160,12,0,"2021-08-25 14:25:08",Standard,94.00,65.00,18.00,19.500,英国仓卡板区库位
594-080D,UK,G536,UK-5,UK-5PHIGH-P,M010000000000168856,81,0,"2020-08-30 01:56:31",Standard,45.00,43.00,9.00,0.530,英国仓卡板区库位
594-080E,UK,G536,UK-5,UK-5PHIGH-P,M010000000002369161,144,0,"2020-11-10 15:27:01",Standard,46.00,38.00,8.00,1.500,英国仓卡板区库位
594-080F,UK,G536,UK-5,UK-5PHIGH-P,MP000000000007506,28,0,"2021-02-01 10:08:49",Standard,52.00,37.00,34.00,2.950,英国仓卡板区库位
594-080G,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000048,8,0,"2021-06-17 08:14:17",Standard,92.00,57.00,35.00,28.000,英国仓卡板区库位
594-081B,UK,G666,UK-5,UK-5PHIGH-P,G666-G13003720,48,0,"2021-09-29 18:10:32",Standard,78.00,40.00,7.00,5.380,英国仓卡板区库位
594-081C,UK,G1091,UK-5,UK-5PHIGH-P,G1091-XH201912009,45,0,"2021-01-08 07:56:44",Standard,71.50,40.00,9.50,1.840,英国仓卡板区库位
594-081D,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000046,8,0,"2021-06-21 13:44:03",Standard,93.00,67.00,29.00,18.000,英国仓卡板区库位
594-081E,UK,G536,UK-5,UK-5PHIGH-P,M010000000002586890,6,0,"2021-02-07 21:01:12",Standard,74.00,63.50,49.00,10.100,英国仓卡板区库位
594-081F,UK,G536,UK-5,UK-5PHIGH-P,MP000000000007506,28,0,"2021-02-01 10:12:13",Standard,52.00,37.00,34.00,2.950,英国仓卡板区库位
594-081G,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000048,8,0,"2021-06-17 08:10:57",Standard,92.00,57.00,35.00,28.000,英国仓卡板区库位
595-004B,UK,G666,UK-5,UK-5PHIGH-P,G666-G14000577,8,0,"2021-03-04 23:08:46",Standard,76.00,57.00,30.50,17.000,英国仓卡板区库位
595-004D,UK,G3575,UK-5,UK-5PHIGH-P,G3575-JHQAC03UK,23,0,"2021-09-30 12:12:56",Standard,50.00,38.00,24.00,3.300,英国仓卡板区库位
595-004E,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000038,6,0,"2021-06-28 12:42:31",Standard,118.00,62.00,30.00,28.200,英国仓卡板区库位
595-004F,UK,G679,UK-5,UK-5PHIGH-P,G679-GB-JYJJ26700-600,16,0,"2020-12-19 10:07:14",Standard,54.50,48.00,16.50,3.380,英国仓卡板区库位
595-004G,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000037,7,0,"2021-06-28 12:40:18",Standard,107.00,78.00,20.00,18.600,英国仓卡板区库位
595-005B,UK,G536,UK-5,UK-5PHIGH-P,M010000000000405536,141,0,"2020-07-30 10:40:51",Standard,34.00,33.00,5.00,0.460,英国仓卡板区库位
595-005C,UK,G666,UK-5,UK-5PHIGH-P,G666-G14000577,8,0,"2021-03-04 23:11:38",Standard,76.00,57.00,30.50,17.000,英国仓卡板区库位
595-005D,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000038,6,0,"2021-06-28 12:49:32",Standard,118.00,62.00,30.00,28.200,英国仓卡板区库位
595-005E,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000271,40,0,"2021-09-30 12:08:12",Standard,111.50,17.00,17.00,9.300,英国仓卡板区库位
595-005F,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000037,7,0,"2021-06-28 12:47:26",Standard,107.00,78.00,20.00,18.600,英国仓卡板区库位
595-005G,UK,G1091,UK-5,UK-5PHIGH-P,G1091-ZYDC202007044GCR,4,0,"2021-01-15 22:04:13",Standard,63.00,61.00,55.00,15.500,英国仓卡板区库位
595-006B,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000038,6,0,"2021-06-28 14:52:21",Standard,118.00,62.00,30.00,28.200,英国仓卡板区库位
595-006C,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000038,6,0,"2021-06-28 12:57:43",Standard,118.00,62.00,30.00,28.200,英国仓卡板区库位
595-006D,UK,G666,UK-5,UK-5PHIGH-P,G666-G89001179,20,0,"2021-07-19 07:01:16",Standard,98.00,67.00,12.00,20.000,英国仓卡板区库位
595-006E,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000269,18,0,"2021-09-30 11:59:43",Standard,109.00,31.00,22.00,21.500,英国仓卡板区库位
595-006F,UK,G927,UK-5,UK-5PHIGH-P,G927-0200262-GOLD,87,0,"2020-08-14 10:42:34",Standard,34.00,26.00,8.00,1.397,英国仓卡板区库位
595-007B,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000038,6,0,"2021-06-28 15:08:47",Standard,118.00,62.00,30.00,28.200,英国仓卡板区库位
595-007C,UK,G1091,UK-5,UK-5PHIGH-P,G1091-XKRC201907038,4,0,"2021-02-07 13:07:02",Standard,76.00,72.00,52.00,29.000,英国仓卡板区库位
595-007D,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000038,6,0,"2021-06-28 16:06:45",Standard,118.00,62.00,30.00,28.200,英国仓卡板区库位
595-007E,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000037,7,0,"2021-06-28 16:06:28",Standard,107.00,78.00,20.00,18.600,英国仓卡板区库位
595-007F,UK,G536,UK-5,UK-5PHIGH-P,M010000000000346750,25,0,"2021-02-11 05:33:31",Standard,76.00,65.00,7.50,3.000,英国仓卡板区库位
595-007G,UK,G666,UK-5,UK-5PHIGH-P,G666-G46000039,33,1,"2021-06-28 15:17:13",Standard,47.00,29.00,26.00,4.460,英国仓卡板区库位
595-008B,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000038,6,0,"2021-06-28 15:09:18",Standard,118.00,62.00,30.00,28.200,英国仓卡板区库位
595-008C,UK,G666,UK-5,UK-5PHIGH-P,G666-G52000138,9,0,"2021-07-10 12:26:07",Standard,74.50,52.50,42.00,21.000,英国仓卡板区库位
595-008D,UK,G666,UK-5,UK-5PHIGH-P,G666-G19000083,10,0,"2021-07-12 18:38:23",Standard,70.00,54.50,34.00,22.000,英国仓卡板区库位
595-008E,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-1269-RF,6,0,"2021-08-10 12:06:10",Standard,75.00,73.00,41.00,10.940,英国仓卡板区库位
595-008G,UK,G536,UK-5,UK-5PHIGH-P,M010000000001448121,16,0,"2021-03-13 05:39:02",Standard,45.00,34.00,14.00,0.700,英国仓卡板区库位
595-009C,UK,G666,UK-5,UK-5PHIGH-P,G666-G52000138,9,0,"2021-07-10 12:25:53",Standard,74.50,52.50,42.00,21.000,英国仓卡板区库位
595-009D,UK,G666,UK-5,UK-5PHIGH-P,G666-G89001193,14,0,"2021-07-19 07:03:58",Standard,98.00,67.00,18.00,19.700,英国仓卡板区库位
595-009F,UK,G666,UK-5,UK-5PHIGH-P,G666-G56000037,7,0,"2021-06-28 14:50:25",Standard,107.00,78.00,20.00,18.600,英国仓卡板区库位
595-009G,UK,G666,UK-5,UK-5PHIGH-P,G666-G19000083,10,0,"2021-07-12 18:53:13",Standard,70.00,54.50,34.00,22.000,英国仓卡板区库位
595-010C,UK,G666,UK-5,UK-5PHIGH-P,G666-G52000138,9,0,"2021-07-10 12:31:17",Standard,74.50,52.50,42.00,21.000,英国仓卡板区库位
595-010D,UK,G2852,UK-5,UK-5PHIGH-P,G2852-UK-GT67-GRAY,10,0,"2021-08-10 12:01:33",Standard,79.00,53.00,28.00,17.970,英国仓卡板区库位
595-010E,UK,G666,UK-5,UK-5PHIGH-P,G666-G88000012,36,0,"2021-07-19 12:58:30",Standard,75.00,32.00,14.00,6.980,英国仓卡板区库位
595-010F,UK,G666,UK-5,UK-5PHIGH-P,G666-G19000083,10,0,"2021-07-12 18:28:46",Standard,70.00,54.50,34.00,22.000,英国仓卡板区库位
595-010G,UK,G679,UK-5,UK-5PHIGH-P,G679-GB-GS95100,12,0,"2021-02-19 17:08:54",Standard,80.00,28.50,12.00,2.860,英国仓卡板区库位
595-011B,UK,G666,UK-5,UK-5PHIGH-P,G666-G13004025,19,0,"2021-03-10 23:26:09",Standard,126.00,36.00,12.50,14.000,英国仓卡板区库位
595-011C,UK,G536,UK-5,UK-5PHIGH-P,MP000000000002334,108,0,"2021-03-10 22:51:42",Standard,47.30,33.00,11.00,1.700,英国仓卡板区库位
595-011D,UK,G666,UK-5,UK-5PHIGH-P,G666-G26001014,8,0,"2021-07-12 11:42:51",Standard,107.00,58.00,35.50,31.300,英国仓卡板区库位
595-011E,UK,G536,UK-5,UK-5PHIGH-P,M010000000001313655,7,4,"2021-03-10 23:21:01",Standard,60.00,38.00,16.00,4.300,英国仓卡板区库位
595-011F,UK,G666,UK-5,UK-5PHIGH-P,G666-G19000083,10,0,"2021-07-12 18:27:41",Standard,70.00,54.50,34.00,22.000,英国仓卡板区库位
595-012B,UK,G666,UK-5,UK-5PHIGH-P,G666-G52000138,9,0,"2021-07-10 12:30:59",Standard,74.50,52.50,42.00,21.000,英国仓卡板区库位
595-012C,UK,G666,UK-5,UK-5PHIGH-P,G666-G14000577,8,0,"2021-03-04 23:13:48",Standard,76.00,57.00,30.50,17.000,英国仓卡板区库位
595-012D,UK,G2327,UK-5,UK-5PHIGH-P,G2327-DA145,15,0,"2021-08-25 17:16:06",Standard,64.00,47.00,34.00,5.385,英国仓卡板区库位
595-012E,UK,G536,UK-5,UK-5PHIGH-P,M010000000001007795,25,0,"2021-03-10 23:08:12",Standard,37.00,30.00,21.00,1.040,英国仓卡板区库位
595-012F,UK,G536,UK-5,UK-5PHIGH-P,M010000000000345245,1,0,"2021-02-11 05:15:39",Standard,60.00,30.00,28.00,0.700,英国仓卡板区库位
595-012G,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-1269-SW,6,0,"2021-08-10 11:50:34",Standard,75.00,72.50,40.00,10.810,英国仓卡板区库位
595-013B,UK,G666,UK-5,UK-5PHIGH-P,G666-G13004681,35,0,"2021-01-15 18:56:39",Standard,55.00,30.00,16.00,4.900,英国仓卡板区库位
595-013C,UK,G536,UK-5,UK-5PHIGH-P,M010000000000321200,2,0,"2021-02-21 12:44:54",Standard,69.00,59.00,37.50,8.900,英国仓卡板区库位
595-013D,UK,G666,UK-5,UK-5PHIGH-P,G666-G19000083,10,0,"2021-07-12 18:29:05",Standard,70.00,54.50,34.00,22.000,英国仓卡板区库位
595-013E,UK,G536,UK-5,UK-5PHIGH-P,M010000000000067553,259,0,"2021-02-21 12:34:49",Standard,40.00,16.30,5.90,1.120,英国仓卡板区库位
595-013G,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000269,18,0,"2021-09-30 11:54:07",Standard,109.00,31.00,22.00,21.500,英国仓卡板区库位
595-014B,UK,G536,UK-5,UK-5PHIGH-P,M010000000001437044,101,0,"2021-02-11 05:01:18",Standard,20.50,16.50,14.50,0.720,英国仓卡板区库位
595-014C,UK,G3575,UK-5,UK-5PHIGH-P,G3575-JHQAC03UK,50,0,"2021-09-30 12:17:52",Standard,50.00,38.00,24.00,3.300,英国仓卡板区库位
595-014D,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-1269-LW,6,0,"2021-08-10 11:46:51",Standard,76.00,72.00,39.00,11.200,英国仓卡板区库位
595-014E,UK,G666,UK-5,UK-5PHIGH-P,G666-G26001014,8,0,"2021-07-12 18:41:05",Standard,107.00,58.00,35.50,31.300,英国仓卡板区库位
595-014F,UK,G536,UK-5,UK-5PHIGH-P,M010000000002579708,1,0,"2020-11-13 21:09:26",Standard,65.50,50.00,31.00,6.516,英国仓卡板区库位
595-015B,UK,G1096,UK-5,UK-5PHIGH-P,G1096-60+B07CSPPXJY,21,0,"2021-05-25 10:24:38",Standard,52.50,48.00,35.00,18.300,英国仓卡板区库位
595-015D,UK,G666,UK-5,UK-5PHIGH-P,G666-G52000138,9,0,"2021-07-10 12:11:28",Standard,74.50,52.50,42.00,21.000,英国仓卡板区库位
595-015E,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-1269-RF,5,0,"2021-08-10 11:29:08",Standard,75.00,73.00,41.00,10.940,英国仓卡板区库位
595-015F,UK,G666,UK-5,UK-5PHIGH-P,G666-G19000083,10,0,"2021-07-12 18:44:34",Standard,70.00,54.50,34.00,22.000,英国仓卡板区库位
595-015G,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000269,18,0,"2021-09-30 11:49:19",Standard,109.00,31.00,22.00,21.500,英国仓卡板区库位
595-016B,UK,G666,UK-5,UK-5PHIGH-P,G666-G13001952,26,0,"2021-01-27 15:25:49",Standard,42.00,37.00,28.00,15.700,英国仓卡板区库位
595-016C,UK,G666,UK-5,UK-5PHIGH-P,G666-G52000138,9,0,"2021-07-10 12:19:17",Standard,74.50,52.50,42.00,21.000,英国仓卡板区库位
595-016D,UK,G536,UK-5,UK-5PHIGH-P,M010000000002490610,5,0,"2021-02-21 13:05:11",Standard,80.00,60.00,12.00,4.000,英国仓卡板区库位
595-016E,UK,G666,UK-5,UK-5PHIGH-P,G666-G19000083,10,0,"2021-07-12 18:21:18",Standard,70.00,54.50,34.00,22.000,英国仓卡板区库位
595-016F,UK,G536,UK-5,UK-5PHIGH-P,MP000000000002635,9,0,"2020-10-27 11:31:15",Standard,62.00,50.00,41.00,7.400,英国仓卡板区库位
595-016G,UK,G536,UK-5,UK-5PHIGH-P,M010000000002078515,3,0,"2020-10-27 12:15:05",Standard,61.00,50.50,28.00,7.300,英国仓卡板区库位
595-017B,UK,G666,UK-5,UK-5PHIGH-P,G666-G52000138,9,0,"2021-07-10 09:38:35",Standard,74.50,52.50,42.00,21.000,英国仓卡板区库位
595-017C,UK,G666,UK-5,UK-5PHIGH-P,G666-G13004685,40,0,"2021-01-15 18:59:07",Standard,83.00,29.00,12.00,4.100,英国仓卡板区库位
595-017D,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000271,34,0,"2021-09-30 11:45:30",Standard,111.50,17.00,17.00,9.300,英国仓卡板区库位
595-017E,UK,G666,UK-5,UK-5PHIGH-P,G666-G19000083,10,0,"2021-07-12 18:20:25",Standard,70.00,54.50,34.00,22.000,英国仓卡板区库位
595-017F,UK,G666,UK-5,UK-5PHIGH-P,G666-G14000353,4,0,"2021-03-04 23:17:17",Standard,76.00,57.00,30.50,17.000,英国仓卡板区库位
595-017G,UK,G536,UK-5,UK-5PHIGH-P,M010000000002247550,241,1,"2020-10-27 11:45:26",Standard,29.50,25.50,12.50,0.560,英国仓卡板区库位
595-018B,UK,G666,UK-5,UK-5PHIGH-P,G666-G52000099,10,0,"2021-07-01 07:17:31",Standard,56.00,56.00,40.00,14.000,英国仓卡板区库位
595-018C,UK,G666,UK-5,UK-5PHIGH-P,G666-G52000138,9,0,"2021-07-10 12:20:25",Standard,74.50,52.50,42.00,21.000,英国仓卡板区库位
595-018D,UK,G1701,UK-5,UK-5PHIGH-P,G1701-RC-PB-022,4,0,"2020-09-29 21:58:24",Standard,49.00,49.00,33.00,7.400,英国仓卡板区库位
595-018E,UK,G536,UK-5,UK-5PHIGH-P,M010000000001606110,30,0,"2021-03-10 19:54:28",Standard,47.00,38.00,24.00,3.000,英国仓卡板区库位
595-018F,UK,G666,UK-5,UK-5PHIGH-P,G666-G13000116,9,0,"2021-03-19 11:43:50",Standard,73.00,42.00,42.00,14.600,英国仓卡板区库位
595-019C,UK,G3575,UK-5,UK-5PHIGH-P,G3575-VACH25PUK,80,0,"2021-09-30 12:23:13",Standard,50.00,45.00,14.50,2.650,英国仓卡板区库位
595-019D,UK,G536,UK-5,UK-5PHIGH-P,M010000000000308766,19,0,"2021-03-10 19:50:54",Standard,96.50,46.50,19.00,9.340,英国仓卡板区库位
595-019E,UK,G666,UK-5,UK-5PHIGH-P,G666-G19000083,10,0,"2021-07-12 18:16:44",Standard,70.00,54.50,34.00,22.000,英国仓卡板区库位
595-019F,UK,G536,UK-5,UK-5PHIGH-P,M010000000000982351,15,0,"2020-08-02 19:23:09",Standard,60.00,60.00,10.50,5.600,英国仓卡板区库位
595-019G,UK,G1921,UK-5,UK-5PHIGH-P,G1921-YDL-1010320200,4,0,"2020-08-03 20:12:40",Standard,77.00,58.00,57.00,18.500,英国仓卡板区库位
595-020B,UK,G666,UK-5,UK-5PHIGH-P,G666-G52000138,9,0,"2021-07-10 12:15:11",Standard,74.50,52.50,42.00,21.000,英国仓卡板区库位
595-020C,UK,G666,UK-5,UK-5PHIGH-P,G666-G13004683,48,0,"2021-01-15 18:30:22",Standard,63.00,29.00,13.00,2.900,英国仓卡板区库位
595-020D,UK,G666,UK-5,UK-5PHIGH-P,G666-G26001014,8,0,"2021-07-12 17:38:16",Standard,107.00,58.00,35.50,31.300,英国仓卡板区库位
595-020E,UK,G666,UK-5,UK-5PHIGH-P,G666-G26001014,8,0,"2021-07-12 17:50:39",Standard,107.00,58.00,35.50,31.300,英国仓卡板区库位
595-020F,UK,G666,UK-5,UK-5PHIGH-P,G666-G26001051,10,0,"2021-09-30 11:36:25",Standard,89.00,65.00,7.00,7.500,英国仓卡板区库位
595-020G,UK,G1995,UK-5,UK-5PHIGH-P,G1995-HM0388-GOLD-1,63,0,"2020-11-13 22:33:25",Standard,33.00,29.00,12.00,1.100,英国仓卡板区库位
595-021B,UK,G666,UK-5,UK-5PHIGH-P,G666-G13004740,32,0,"2021-02-20 20:59:47",Standard,98.50,26.00,18.00,11.420,英国仓卡板区库位
595-021C,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000843,8,0,"2021-07-12 17:22:22",Standard,100.00,56.00,34.00,27.400,英国仓卡板区库位
595-021D,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000269,7,0,"2021-09-30 11:40:52",Standard,109.00,31.00,22.00,21.500,英国仓卡板区库位
595-021F,UK,G907,UK-5,UK-5PHIGH-P,G907-HM0641003-1,10,0,"2020-10-14 22:05:48",Standard,57.50,34.50,13.00,6.000,英国仓卡板区库位
595-021G,UK,G666,UK-5,UK-5PHIGH-P,G666-G19000083,10,0,"2021-07-12 18:56:13",Standard,70.00,54.50,34.00,22.000,英国仓卡板区库位
595-022B,UK,G666,UK-5,UK-5PHIGH-P,G666-G52000138,9,0,"2021-07-10 12:16:01",Standard,74.50,52.50,42.00,21.000,英国仓卡板区库位
595-022C,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000863,10,0,"2021-07-12 17:04:19",Standard,100.00,56.00,34.00,27.400,英国仓卡板区库位
595-022D,UK,G536,UK-5,UK-5PHIGH-P,M010000000001606126,14,0,"2021-02-14 22:56:25",Standard,62.00,52.00,26.00,16.200,英国仓卡板区库位
595-022E,UK,G666,UK-5,UK-5PHIGH-P,G666-G17000359,20,0,"2021-07-10 15:59:45",Standard,105.00,43.00,8.50,3.700,英国仓卡板区库位
595-022F,UK,G666,UK-5,UK-5PHIGH-P,G666-G19000083,10,0,"2021-07-12 18:13:24",Standard,70.00,54.50,34.00,22.000,英国仓卡板区库位
595-022G,UK,G1921,UK-5,UK-5PHIGH-P,G1921-YDL-1010320200,4,0,"2020-08-03 20:07:54",Standard,77.00,58.00,57.00,18.500,英国仓卡板区库位
595-023B,UK,G536,UK-5,UK-5PHIGH-P,M010000000001007725,25,0,"2021-03-10 19:49:35",Standard,36.00,29.00,20.00,0.900,英国仓卡板区库位
595-023D,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-1342S-Y,6,0,"2021-08-10 11:25:13",Standard,72.00,59.00,46.50,9.400,英国仓卡板区库位
595-023E,UK,G666,UK-5,UK-5PHIGH-P,G666-G14000352,8,0,"2021-03-04 22:53:54",Standard,76.00,57.00,30.50,17.000,英国仓卡板区库位
595-023F,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000843,8,0,"2021-07-12 17:29:01",Standard,100.00,56.00,34.00,27.400,英国仓卡板区库位
595-023G,UK,G666,UK-5,UK-5PHIGH-P,G666-G89001062,10,0,"2021-03-19 16:47:03",Standard,108.00,80.00,25.00,29.000,英国仓卡板区库位
595-024B,UK,G536,UK-5,UK-5PHIGH-P,M010000000000318268,34,0,"2021-02-28 21:03:44",Standard,42.50,33.50,20.00,4.000,英国仓卡板区库位
595-024C,UK,G536,UK-5,UK-5PHIGH-P,M010000000000694996,178,0,"2020-09-18 04:17:41",Standard,32.00,24.00,10.50,0.740,英国仓卡板区库位
595-024D,UK,G1915,UK-5,UK-5PHIGH-P,G1915-UK10-0260L,10,0,"2021-02-07 19:17:34",Standard,92.00,92.00,13.00,8.200,英国仓卡板区库位
595-024E,UK,G666,UK-5,UK-5PHIGH-P,G666-G34000345,8,0,"2021-07-12 15:38:47",Standard,70.00,58.00,57.00,21.600,英国仓卡板区库位
595-024F,UK,G536,UK-5,UK-5PHIGH-P,MP000000000002038,181,1,"2021-02-14 23:00:52",Standard,23.00,23.00,8.00,0.450,英国仓卡板区库位
595-025B,UK,G536,UK-5,UK-5PHIGH-P,M010000000000344525,12,0,"2021-02-18 11:42:40",Standard,60.00,52.00,28.00,6.100,英国仓卡板区库位
595-025C,UK,G536,UK-5,UK-5PHIGH-P,MP000000000004716,97,0,"2021-03-10 19:28:40",Standard,107.00,10.00,9.00,1.880,英国仓卡板区库位
595-025D,UK,G536,UK-5,UK-5PHIGH-P,M010000000002576329,44,0,"2020-08-02 19:20:04",Standard,50.50,46.00,14.50,0.999,英国仓卡板区库位
595-025E,UK,G666,UK-5,UK-5PHIGH-P,G666-G13004674,5,0,"2021-02-07 17:59:43",Standard,70.00,58.00,37.00,13.900,英国仓卡板区库位
595-025F,UK,G2137,UK-5,UK-5PHIGH-P,G2137-XG-668B,2,0,"2020-11-20 20:09:54",Standard,14.00,12.00,11.50,0.350,英国仓卡板区库位
595-025G,UK,G666,UK-5,UK-5PHIGH-P,G666-G13001513,10,0,"2021-07-01 07:20:44",Standard,57.00,55.00,40.00,13.800,英国仓卡板区库位
595-026B,UK,G4527,UK-5,UK-5PHIGH-P,G4527-EBF03MW01,17,0,"2021-06-18 11:16:46",Standard,92.00,55.00,14.50,16.850,英国仓卡板区库位
595-026C,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-1342S-Y,6,0,"2021-08-10 11:11:14",Standard,72.00,59.00,46.50,9.400,英国仓卡板区库位
595-026D,UK,G666,UK-5,UK-5PHIGH-P,G666-G89001169,5,0,"2021-01-15 15:38:53",Standard,72.00,42.50,8.00,5.100,英国仓卡板区库位
595-026E,UK,G1921,UK-5,UK-5PHIGH-P,G1921-YDL-1010320200,4,0,"2020-08-03 22:29:45",Standard,77.00,58.00,57.00,18.500,英国仓卡板区库位
595-026F,UK,G1091,UK-5,UK-5PHIGH-P,G1091-ZYDC202003081,1,0,"2020-10-14 15:49:06",Standard,73.00,70.00,48.00,24.500,英国仓卡板区库位
595-026G,UK,G536,UK-5,UK-5PHIGH-P,M010000000000440253,400,0,"2021-03-13 05:34:13",Standard,60.70,32.90,3.30,0.130,英国仓卡板区库位
595-027B,UK,G666,UK-5,UK-5PHIGH-P,G666-G34000345,8,0,"2021-07-12 15:02:17",Standard,70.00,58.00,57.00,21.600,英国仓卡板区库位
595-027C,UK,G536,UK-5,UK-5PHIGH-P,M010000000002579702,7,0,"2021-03-10 19:06:13",Standard,66.50,50.00,31.50,6.473,英国仓卡板区库位
595-027D,UK,G536,UK-5,UK-5PHIGH-P,M010000000000318269,114,0,"2021-03-10 19:24:39",Standard,44.50,17.00,6.00,3.700,英国仓卡板区库位
595-027E,UK,G536,UK-5,UK-5PHIGH-P,M010000000002156590,75,0,"2021-02-17 23:22:26",Standard,31.00,27.60,14.70,0.880,英国仓卡板区库位
595-027F,UK,G666,UK-5,UK-5PHIGH-P,G666-G26001051,40,0,"2021-09-30 11:18:50",Standard,89.00,65.00,7.00,7.500,英国仓卡板区库位
595-027G,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-1342S-PINK,6,0,"2021-08-10 11:06:18",Standard,70.00,59.00,47.00,11.300,英国仓卡板区库位
595-028B,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000843,5,0,"2021-07-12 12:45:47",Standard,100.00,56.00,34.00,27.400,英国仓卡板区库位
595-028C,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000843,10,0,"2021-07-12 12:45:55",Standard,100.00,56.00,34.00,27.400,英国仓卡板区库位
595-028D,UK,G2852,UK-5,UK-5PHIGH-P,G2852-UK-LR001A-BLUE,10,0,"2021-06-18 11:42:25",Standard,84.00,57.00,28.00,20.450,英国仓卡板区库位
595-028E,UK,G536,UK-5,UK-5PHIGH-P,MP000000000009622,40,0,"2021-02-14 23:33:37",Standard,41.00,32.00,5.00,1.000,英国仓卡板区库位
595-028F,UK,G666,UK-5,UK-5PHIGH-P,G666-G26000843,10,0,"2021-07-12 17:07:56",Standard,100.00,56.00,34.00,27.400,英国仓卡板区库位
595-028G,UK,G666,UK-5,UK-5PHIGH-P,G666-G34000345,8,0,"2021-07-12 15:18:34",Standard,70.00,58.00,57.00,21.600,英国仓卡板区库位
595-029C,UK,G4527,UK-5,UK-5PHIGH-P,G4527-EBF03MW01,1,1,"2021-06-18 11:20:24",Standard,92.00,55.00,14.50,16.850,英国仓卡板区库位
595-029E,UK,G536,UK-5,UK-5PHIGH-P,MP000000000010404,19,0,"2021-03-11 01:51:36",Standard,36.00,30.50,17.50,1.044,英国仓卡板区库位
595-029F,UK,G666,UK-5,UK-5PHIGH-P,G666-13028946,47,1,"2021-01-15 17:43:34",Standard,86.00,28.50,11.40,3.400,英国仓卡板区库位
595-029G,UK,G666,UK-5,UK-5PHIGH-P,G666-G34000345,8,0,"2021-07-12 15:31:02",Standard,70.00,58.00,57.00,21.600,英国仓卡板区库位
595-030B,UK,G679,UK-5,UK-5PHIGH-P,G679-GB-TJOT61400,21,0,"2021-06-16 08:08:20",Standard,58.00,23.50,20.00,20.450,英国仓卡板区库位
595-030C,UK,G2807,UK-5,UK-5PHIGH-P,G2807-J0415-01-RD,4,0,"2021-07-12 12:33:55",Standard,75.00,69.00,52.00,14.000,英国仓卡板区库位
595-030D,UK,G536,UK-5,UK-5PHIGH-P,M010000000000342611,24,0,"2020-11-18 21:17:58",Standard,40.00,40.00,19.00,4.130,英国仓卡板区库位
595-030E,UK,G536,UK-5,UK-5PHIGH-P,M010000000000293758,180,0,"2021-02-11 04:58:26",Standard,54.00,10.00,10.00,1.000,英国仓卡板区库位
595-030F,UK,G1921,UK-5,UK-5PHIGH-P,G1921-YDL-1010320100,3,0,"2020-08-05 00:14:55",Standard,77.50,57.50,57.00,18.100,英国仓卡板区库位
595-030G,UK,G666,UK-5,UK-5PHIGH-P,G666-G26001051,42,0,"2021-09-30 11:08:19",Standard,89.00,65.00,7.00,7.500,英国仓卡板区库位
595-031B,UK,G981,UK-5,UK-5PHIGH-P,G981-L0180049020,8,0,"2021-08-25 17:21:00",Standard,55.00,52.00,50.00,12.500,英国仓卡板区库位
595-031C,UK,G2425,UK-5,UK-5PHIGH-P,G2425-GY-1342S-G,6,0,"2021-08-10 10:56:32",Standard,72.00,59.00,47.00,9.400,英国仓卡板区库位
595-031D,UK,G2852,UK-5,UK-5PHIGH-P,G2852-UK-LR001A-BLUE,10,0,"2021-06-18 11:02:29",Standard,84.00,57.00,28.00,20.450,英国仓卡板区库位
595-031E,UK,G666,UK-5,UK-5PHIGH-P,G666-13027930,35,0,"2021-01-15 17:37:59",Standard,101.50,29.80,13.00,4.300,英国仓卡板区库位
